GPSpt,Date,Time,Species,NumIn,NumOut,Total,BreedNotes
436,42056,518,Dark-capped Bulbul,1,1,2,
436,42056,518,Emerald-spotted Wood Dove,1,,1,
436,42056,518,Helmeted Guineafowl,1,,1,
436,42056,518,Tawny-flanked Prinia,1,,1,
436,42056,518,Crested Francolin,2,,2,
436,42056,518,Burchell's Coucal,,1,1,
436,42056,518,White-browed Robin-Chat,,1,1,
436,42056,518,Sombre Greenbul,,1,1,
436,42056,518,Little Rush Warbler,,1,1,
436,42056,518,Cape White-eye,,2,2,
437,42056,531,Burchell's Coucal,1,1,2,
437,42056,531,Dark-capped Bulbul,1,,1,
437,42056,531,Tawny-flanked Prinia,1,,1,
437,42056,531,Rattling Cisticola,1,,1,
437,42056,531,Helmeted Guineafowl,,1,1,
437,42056,531,Little Rush Warbler,,1,1,
437,42056,531,Red-faced Cisticola,,1,1,
438,42056,545,Broad-tailed Warbler,1,1,2,
438,42056,545,Dark-capped Bulbul,1,,1,
438,42056,545,Cape Glossy Starling,3,,3,
438,42056,545,Sombre Greenbul,,1,1,
438,42056,545,Brown-hooded Kingfisher,,1,1,
438,42056,545,Red-faced Cisticola,,1,1,
438,42056,545,African Paradise Flycatcher,,1,1,
438,42056,545,Fork-tailed Drongo,,2,2,
439,42056,636,Barn Swallow,1,,1,
439,42056,636,Fan-tailed Widowbird,1,,1,
439,42056,636,African Reed Warbler,1,,1,
439,42056,636,Dark-capped Bulbul,,1,1,
439,42056,636,Emerald-spotted Wood Dove,,1,1,
439,42056,636,Burchell's Coucal,,2,2,
440,42056,615,Rattling Cisticola,1,,1,
440,42056,615,Dark-capped Bulbul,1,,1,
440,42056,615,Woodland Kingfisher,1,,1,
440,42056,615,Barn Swallow,1,,1,
440,42056,615,Cardinal Woodpecker,1,,1,
440,42056,615,Great Reed Warbler,1,,1,
440,42056,615,Yellow-fronted Canary,2,,2,
440,42056,615,White-crested Helmetshrike,4,,4,
440,42056,615,Golden-tailed Woodpecker,,1,1,
440,42056,615,Tawny-flanked Prinia,,1,1,
440,42056,615,Black-headed Oriole,,1,1,
440,42056,615,Emerald-spotted Wood Dove,,2,2,
441,42056,558,Red-faced Cisticola,1,,1,
441,42056,558,Broad-tailed Warbler,1,,1,
441,42056,558,Tawny-flanked Prinia,1,,1,
441,42056,558,Yellow-fronted Canary,1,,1,
441,42056,558,Sombre Greenbul,1,,1,
441,42056,558,Pin-tailed Whydah,1,,1,
441,42056,558,Common Waxbill,3,,3,
441,42056,558,Barn Swallow,3,,3,
441,42056,558,Dark-capped Bulbul,5,,5,
441,42056,558,Common Waxbill,7,,7,
441,42056,558,Emerald-spotted Wood Dove,,1,1,
441,42056,558,White-browed Robin-Chat,,1,1,
441,42056,558,Terrestrial Brownbul,,1,1,
441,42056,558,Black-backed Puffback,,1,1,
442,42056,649,Fan-tailed Widowbird,1,,1,
442,42056,649,Willow Warbler,1,,1,
442,42056,649,Cape Glossy Starling,2,,2,
442,42056,649,Emerald-spotted Wood Dove,,1,1,
442,42056,649,Dark-capped Bulbul,,2,2,
443,42056,705,Rattling Cisticola,1,1,2,
443,42056,705,Tawny-flanked Prinia,1,,1,
443,42056,705,Green-backed Camaroptera,1,,1,
443,42056,705,Cape Turtle Dove,1,,1,
443,42056,705,Barn Swallow,2,,2,
443,42056,705,Dark-capped Bulbul,,1,1,
443,42056,705,Red-faced Cisticola,,1,1,
444,42056,716,Fan-tailed Widowbird,4,,4,
444,42056,716,Red-faced Cisticola,,1,1,
444,42056,716,Great Reed Warbler,,1,1,
444,42056,716,Tawny-flanked Prinia,,1,1,
444,42056,716,Burchell's Coucal,,1,1,
444,42056,716,Helmeted Guineafowl,,1,1,
444,42056,716,Common Waxbill,,12,12,
445,42056,736,Barn Swallow,1,2,3,
445,42056,736,Brown-hooded Kingfisher,1,,1,
445,42056,736,Tawny-flanked Prinia,1,,1,
445,42056,736,Sombre Greenbul,1,,1,
445,42056,736,Yellow-fronted Canary,2,1,3,
445,42056,736,Red-collared Widowbird,2,1,3,
445,42056,736,Dark-capped Bulbul,2,,2,
445,42056,736,Crested Francolin,,1,1,
445,42056,736,Red-eyed Dove,,1,1,
445,42056,736,Emerald-spotted Wood Dove,,1,1,
445,42056,736,Yellow-breasted Apalis,,1,1,
445,42056,736,Helmeted Guineafowl,,2,2,
52,42058,533,Blue Waxbill,1,,1,
52,42058,533,Rattling Cisticola,1,,1,
52,42058,533,African Paradise Flycatcher,1,,1,
52,42058,533,Emerald-spotted Wood Dove,,1,1,
52,42058,533,Fork-tailed Drongo,,1,1,
53,42058,546,Southern Black Tit,1,,1,
53,42058,546,Dark-capped Bulbul,1,,1,
53,42058,546,Golden-tailed Woodpecker,1,,1,
53,42058,546,Bearded Woodpecker,1,,1,
53,42058,546,African Paradise Flycatcher,1,,1,
53,42058,546,Red-billed Oxpecker,1,,1,
53,42058,546,Brubru,1,,1,
53,42058,546,Blue Waxbill,1,,1,
53,42058,546,Chinspot Batis,1,,1,
53,42058,546,Green Wood-Hoopoe,3,,3,
53,42058,546,Fork-tailed Drongo,4,2,6,
53,42058,546,Emerald-spotted Wood Dove,,1,1,
54,42058,601,Neddicky,1,1,2,
54,42058,601,Chinspot Batis,1,,1,
54,42058,601,Dark-capped Bulbul,1,,1,
54,42058,601,Yellow-throated Petronia,1,,1,
54,42058,601,Golden-tailed Woodpecker,1,,1,
54,42058,601,Woodland Kingfisher,1,,1,
54,42058,601,Rattling Cisticola,2,,2,
54,42058,601,Fork-tailed Drongo,2,,2,
54,42058,601,Southern Black Tit,2,,2,
54,42058,601,Yellow-fronted Canary,2,,2,
54,42058,601,Black-collared Barbet,,1,1,
54,42058,601,Cape Turtle Dove,,1,1,
55,42058,616,Brubru,1,,1,
55,42058,616,Dark-capped Bulbul,1,,1,
55,42058,616,Fork-tailed Drongo,1,,1,
55,42058,616,Barn Swallow,1,,1,
55,42058,616,Emerald-spotted Wood Dove,,1,1,
55,42058,616,African Paradise Flycatcher,,1,1,
55,42058,616,Black-headed Oriole,,1,1,
56,42058,631,Black-headed Oriole,1,,1,
56,42058,631,Terrestrial Brownbul,1,,1,
56,42058,631,African Paradise Flycatcher,1,,1,
56,42058,631,Spotted Flycatcher,1,,1,
56,42058,631,Yellow-fronted Canary,1,,1,
56,42058,631,Dark-capped Bulbul,2,,2,
58,42058,647,Emerald-spotted Wood Dove,1,2,3,
58,42058,647,Violet-backed Starling,1,,1,
58,42058,647,Kurrichane Thrush,1,,1,
58,42058,647,Yellow-fronted Canary,1,,1,
58,42058,647,White-bellied Sunbird,1,,1,
58,42058,647,Brown-hooded Kingfisher,1,,1,
58,42058,647,Terrestrial Brownbul,2,,2,
58,42058,647,Yellow-breasted Apalis,2,,2,
58,42058,647,Rattling Cisticola,3,,3,
58,42058,647,Dark-capped Bulbul,4,,4,
58,42058,647,Grey-headed Bushshrike, ,1,#VALUE!,
58,42058,647,Black-backed Puffback,,1,1,
58,42058,647,Black-headed Oriole,,1,1,
58,42058,647,White-browed Scrub Robin,,1,1,
58,42058,647,African Green Pigeon,,1,1,
58,42058,647,Spectacled Weaver,,1,1,
59,42058,701,Dark-capped Bulbul,1,,1,
59,42058,701,Cape Turtle Dove,1,,1,
59,42058,701,Scarlet-chested Sunbird,1,,1,
59,42058,701,Rattling Cisticola,1,,1,
59,42058,701,Spotted Flycatcher,1,,1,
59,42058,701,Red-billed Oxpecker,1,,1,
59,42058,701,Chinspot Batis,1,,1,
59,42058,701,Woodland Kingfisher,2,,2,
59,42058,701,Blue Waxbill,2,,2,
59,42058,701,Common Scimitarbill,,1,1,
59,42058,701,Black-headed Oriole,,1,1,
59,42058,701,Grey-headed Bushshrike,,1,1,
59,42058,701,Brown-hooded Kingfisher,,1,1,
59,42058,701,Brubru,,1,1,
59,42058,701,Sombre Greenbul,,1,1,
59,42058,701,Natal Spurfowl,,1,1,
59,42058,701,Brown-crowned Tchagra,,1,1,
59,42058,701,Emerald-spotted Wood Dove,,2,2,
62,42058,656,Grey-headed Bushshrike,1,,1,
62,42058,656,White-bellied Sunbird,1,,1,
62,42058,656,Cardinal Woodpecker,1,,1,
62,42058,656,Sombre Greenbul,1,,1,
62,42058,656,White-browed Scrub Robin,1,,1,
62,42058,656,Black-backed Puffback,1,,1,
62,42058,656,Woodland Kingfisher,1,,1,
62,42058,656,Red-eyed Dove,2,,2,
62,42058,656,Yellow-fronted Canary,2,,2,
62,42058,656,Terrestrial Brownbul,2,,2,
62,42058,656,Dark-capped Bulbul,2,,2,
62,42058,656,Long-billed Crombec,,1,1,
62,42058,656,Green-backed Camaroptera,,1,1,
62,42058,656,Emerald-spotted Wood Dove,,2,2,
63,42058,640,Emerald-spotted Wood Dove,1,1,2,
63,42058,640,Sombre Greenbul,1,,1,
63,42058,640,Dark-capped Bulbul,1,,1,
63,42058,640,Fork-tailed Drongo,1,,1,
63,42058,640,White-browed Scrub Robin,2,,2,
63,42058,640,Rattling Cisticola,,1,1,
63,42058,640,Black-headed Oriole,,1,1,
63,42058,640,Green-backed Camaroptera,,1,1,
64,42058,622,Sombre Greenbul,1,,1,
64,42058,622,Southern Black Tit,1,,1,
64,42058,622,Emerald-spotted Wood Dove,2,,2,
64,42058,622,Rattling Cisticola,2,,2,
64,42058,622,Dark-capped Bulbul,2,,2,
64,42058,622,White-browed Scrub Robin,2,,2,
64,42058,622,Red-capped Robin-Chat,,1,1,
64,42058,622,Chinspot Batis,,1,1,
64,42058,622,Burchell's Coucal,,1,1,
64,42058,622,White-browed Scrub Robin,,1,1,
64,42058,622,Southern Boubou,,1,1,
64,42058,622,Golden-tailed Woodpecker,,1,1,
64,42058,622,Black-headed Oriole,,1,1,
64,42058,622,Terrestrial Brownbul,,1,1,
64,42058,622,Grey-headed Bushshrike,,2,2,
64,42058,622,Green Wood-Hoopoe,,3,3,
65,42058,608,Eastern Nicator,1,2,3,
65,42058,608,African Paradise Flycatcher,1,,1,
65,42058,608,Sombre Greenbul,1,,1,
65,42058,608,Black-headed Oriole,1,,1,
65,42058,608,White-bellied Sunbird,2,,2,
65,42058,608,Chinspot Batis,2,,2,
65,42058,608,Fork-tailed Drongo,2,,2,
65,42058,608,Dark-capped Bulbul,3,,3,Fledgling present
65,42058,608,Red-eyed Dove,,1,1,
65,42058,608,Grey Tit-Flycatcher,,1,1,
65,42058,608,Bearded Woodpecker,,1,1,
65,42058,608,Emerald-spotted Wood Dove,,2,2,
65,42058,608,Grey-headed Bushshrike,,2,2,
66,42058,551,Scarlet-chested Sunbird,1,,1,
66,42058,551,Black-headed Oriole,1,,1,
66,42058,551,Gorgeous Bushshrike,2,,2,
66,42058,551,White-bellied Sunbird,3,,3,
66,42058,551,Fork-tailed Drongo,3,,3,
66,42058,551,Red-eyed Dove,,1,1,
66,42058,551,Dark-capped Bulbul,,1,1,
66,42058,551,Bearded Woodpecker,,1,1,
66,42058,551,Cape Turtle Dove,,1,1,
66,42058,551,Southern Boubou,,1,1,
66,42058,551,Black-backed Puffback,,1,1,
66,42058,551,Emerald-spotted Wood Dove,,2,2,
67,42058,535,White-bellied Sunbird,1,,1,
67,42058,535,Dark-capped Bulbul,1,,1,
67,42058,535,Green-backed Camaroptera,1,,1,
67,42058,535,Chinspot Batis,,1,1,
67,42058,535,Black-headed Oriole,,1,1,
67,42058,535,Grey-headed Bushshrike,,1,1,
67,42058,535,Emerald-spotted Wood Dove,,2,2,
67,42058,535,Eastern Nicator,,2,2,
67,42058,535,Fork-tailed Drongo,,2,2,
67,42058,535,Burchell's Coucal,,2,2,
68,42058,725,Chinspot Batis,1,,1,
68,42058,725,Red-eyed Dove,1,,1,
68,42058,725,White-bellied Sunbird,1,,1,
68,42058,725,Southern Black Tit,1,,1,
68,42058,725,Emerald-spotted Wood Dove,2,2,4,
68,42058,725,Dark-capped Bulbul,2,,2,
68,42058,725,Eastern Nicator,,1,1,
68,42058,725,Yellow-breasted Apalis,,1,1,
68,42058,725,Fork-tailed Drongo,,2,2,
68,42058,725,Terrestrial Brownbul,,2,2,
68,42058,725,Grey-headed Bushshrike,,2,2,
69,42058,745,Black-headed Oriole,1,,1,
69,42058,745,Green-backed Camaroptera,1,,1,
69,42058,745,Sombre Greenbul,1,,1,
69,42058,745,Red-eyed Dove,1,,1,
69,42058,745,Dark-capped Bulbul,2,,2,
69,42058,745,Emerald-spotted Wood Dove,2,,2,
69,42058,745,White-bellied Sunbird,2,,2,
69,42058,745,Blue Waxbill,2,,2,
69,42058,745,Yellow-fronted Canary,3,,3,
69,42058,745,Golden-tailed Woodpecker,,1,1,
69,42058,745,Chinspot Batis,,1,1,
70,42058,810,Yellow-fronted Canary,1,,1,
70,42058,810,Sombre Greenbul,1,,1,
70,42058,810,White-bellied Sunbird,1,,1,
70,42058,810,Red-faced Mousebird,1,,1,
70,42058,810,Dark-capped Bulbul,2,,2,
70,42058,810,Emerald-spotted Wood Dove,3,,3,
70,42058,810,Chinspot Batis,,1,1,
70,42058,810,Black-crowned Tchagra,,1,1,
121,42058,840,White-bellied Sunbird,1,,1,
121,42058,840,Rattling Cisticola,1,,1,
121,42058,840,White-browed Scrub Robin,1,,1,
121,42058,840,Tawny-flanked Prinia,1,,1,
121,42058,840,Sombre Greenbul,1,,1,
121,42058,840,Common Waxbill,2,,2,
121,42058,840,Emerald-spotted Wood Dove,,1,1,
121,42058,840,Eastern Nicator,,1,1,
121,42058,840,Dark-capped Bulbul,,1,1,
121,42058,840,Black-headed Oriole,,2,2,
122,42058,1029,Emerald-spotted Wood Dove,1,1,2,
122,42058,1029,Rattling Cisticola,1,,1,
122,42058,1029,Laughing Dove,1,,1,
122,42058,1029,Brubru,1,,1,
122,42058,1029,Chinspot Batis,1,,1,
122,42058,1029,European Bee-eater,1,,1,
122,42058,1029,Dark-capped Bulbul,2,,2,
123,42058,1047,White-bellied Sunbird,1,,1,
123,42058,1047,Sombre Greenbul,,1,1,
123,42058,1047,Wahlberg's Eagle,,1,1,
123,42058,1047,Rattling Cisticola,,1,1,
123,42058,1047,Grey-headed Bushshrike,,1,1,
125,42058,951,Rattling Cisticola,1,1,2,
125,42058,951,Chinspot Batis,2,1,3,
125,42058,951,Dark-capped Bulbul,2,1,3,
125,42058,951,Yellow-fronted Canary,3,,3,
125,42058,951,White-browed Scrub Robin,,1,1,
125,42058,951,Burchell's Coucal,,1,1,
125,42058,951,Brown-hooded Kingfisher,,1,1,
126,42058,1009,Sombre Greenbul,1,,1,
126,42058,1009,White-bellied Sunbird,1,,1,
126,42058,1009,Black-headed Oriole,2,,2,
126,42058,1009,Woodland Kingfisher,2,,2,
126,42058,1009,Rattling Cisticola,2,,2,
126,42058,1009,Dark-capped Bulbul,3,,3,
126,42058,1009,Yellow-fronted Canary,5,,5,
126,42058,1009,Long-billed Crombec,,1,1,
126,42058,1009,Emerald-spotted Wood Dove,,1,1,
126,42058,1009,Black-crowned Tchagra,,1,1,
126,42058,1009,Chinspot Batis,,1,1,
126,42058,1009,Black-collared Barbet,,2,2,
127,42058,858,Eastern Nicator,1,,1,
127,42058,858,Red-backed Shrike,1,,1,
127,42058,858,Southern Black Tit,1,,1,
127,42058,858,Woodland Kingfisher,2,,2,
127,42058,858,Rattling Cisticola,2,,2,
127,42058,858,Striped Kingfisher,2,,2,
127,42058,858,Scarlet-chested Sunbird,2,,2,
127,42058,858,Marico Sunbird,2,,2,
127,42058,858,Blue Waxbill,2,,2,
127,42058,858,Grey-headed Bushshrike,,1,1,
127,42058,858,Brown-crowned Tchagra,,1,1,
127,42058,858,Chinspot Batis,,1,1,
127,42058,858,Grey Tit-Flycatcher,,1,1,
127,42058,858,Black-backed Puffback,,2,2,
128,42058,914,Striped Kingfisher,1,1,2,
128,42058,914,Woodland Kingfisher,1,,1,
128,42058,914,Black-headed Oriole,1,,1,
128,42058,914,Gorgeous Bushshrike,1,,1,
128,42058,914,Chinspot Batis,1,,1,
128,42058,914,African Paradise Flycatcher,1,,1,
128,42058,914,White-browed Scrub Robin,2,,2,
128,42058,914,Burchell's Coucal,2,,2,
128,42058,914,Cardinal Woodpecker,2,,2,
128,42058,914,Terrestrial Brownbul,2,,2,
128,42058,914,White-bellied Sunbird,3,,3,
128,42058,914,Dark-capped Bulbul,3,,3,
128,42058,914,Southern Boubou,,1,1,
128,42058,914,Black-backed Puffback,,1,1,
128,42058,914,Yellow-fronted Canary,,2,2,
128,42058,914,Fork-tailed Drongo,,2,2,
129,42058,933,Blue Waxbill,1,,1,
129,42058,933,Rattling Cisticola,1,,1,
129,42058,933,White-bellied Sunbird,1,,1,
129,42058,933,Pale Flycatcher,1,,1,
129,42058,933,Cape Glossy Starling,2,,2,
129,42058,933,Dark-capped Bulbul,4,,4,
129,42058,933,Black-headed Oriole,,1,1,
129,42058,933,Burchell's Coucal,,1,1,
408,42059,1615,Fan-tailed Widowbird,1,1,2,
408,42059,1615,Red-collared Widowbird,1,,1,
409,42059,1628,Dark-capped Bulbul,2,,2,
409,42059,1628,Barn Swallow,4,,4,
409,42059,1628,Hadada Ibis,,2,2,
410,42059,1642,Dark-capped Bulbul,1,,1,food in bill
410,42059,1642,Fan-tailed Widowbird,1,,1,
411,42059,1655,Fan-tailed Widowbird,2,,2,
412,42059,1711,Barn Swallow,,1,1,
413,42059,1725,Fan-tailed Widowbird,1,,1,
413,42059,1725,African Palm Swift,1,,1,
413,42059,1725,Hamerkop,,1,1,
413,42059,1725,Red-faced Cisticola,,1,1,
413,42059,1725,Red-eyed Dove,,1,1,
414,42059,1742,Barn Swallow,2,3,5,
414,42059,1742,Hadada Ibis,7,,7,
414,42059,1742,Black-collared Barbet,,1,1,
414,42059,1742,Groundscraper Thrush,,1,1,
414,42059,1742,Red-eyed Dove,,1,1,
414,42059,1742,Cape Glossy Starling,,1,1,
414,42059,1742,Yellow-fronted Canary,,2,2,
414,42059,1742,African Pied Wagtail,,2,2,
414,42059,1742,African Palm Swift,,4,4,
415,42059,1809,African Palm Swift,1,,1,
416,42059,1755,Red-eyed Dove,1,1,2,
416,42059,1755,Laughing Dove,1,,1,
416,42059,1755,Fan-tailed Widowbird,1,,1,
416,42059,1755,Southern Red Bishop,2,,2,nests in the reeds
416,42059,1755,African Palm Swift,4,,4,
416,42059,1755,Spectacled Weaver,,1,1,
427,42059,657,Lesser Striped Swallow,1,,1,
427,42059,657,Willow Warbler,1,,1,
427,42059,657,Pin-tailed Whydah,2,,2,
427,42059,657,Barn Swallow,16,4,20,
428,42059,644,Acrocephalus spp,1,,1,
428,42059,644,Barn Swallow,3,3,6,
429,42059,632,Little Rush Warbler,1,,1,
429,42059,632,Barn Swallow,1,,1,
429,42059,632,African Reed Warbler,1,,1,
430,42059,619,Little Rush Warbler,1,,1,
430,42059,619,White-browed Robin-Chat,,1,1,
430,42059,619,Emerald-spotted Wood Dove,,1,1,
431,42059,606,Brown-hooded Kingfisher,1,1,2,
431,42059,606,Pin-tailed Whydah,1,1,2,
431,42059,606,White-browed Robin-Chat,1,,1,
431,42059,606,Spectacled Weaver,1,,1,
431,42059,606,Scarlet-chested Sunbird,1,,1,
431,42059,606,Willow Warbler,1,,1,
431,42059,606,Red-faced Cisticola,1,,1,
431,42059,606,African Palm Swift,1,,1,
431,42059,606,Rattling Cisticola,2,,2,
431,42059,606,African Firefinch,2,,2,
431,42059,606,Lesser Striped Swallow,2,,2,
431,42059,606,Barn Swallow,3,,3,
431,42059,606,Little Rush Warbler,,1,1,
431,42059,606,Arrow-marked Babbler,,2,2,
432,42059,553,Red-faced Cisticola,1,,1,
432,42059,553,Rattling Cisticola,1,,1,
432,42059,553,Red-backed Shrike,1,,1,
432,42059,553,Willow Warbler,1,,1,
432,42059,553,African Paradise Flycatcher,1,,1,
432,42059,553,Broad-tailed Warbler,1,,1,
432,42059,553,Barn Swallow,2,,2,
432,42059,553,Sombre Greenbul,,1,1,
432,42059,553,Red-eyed Dove,,1,1,
432,42059,553,Emerald-spotted Wood Dove,,1,1,
432,42059,553,Yellow-breasted Apalis,,1,1,
433,42059,540,Rattling Cisticola,1,,1,
433,42059,540,Dark-capped Bulbul,3,,3,
433,42059,540,Natal Spurfowl,,1,1,
433,42059,540,Red-faced Cisticola,,1,1,
434,42059,528,Dark-capped Bulbul,1,,1,
434,42059,528,White-browed Robin-Chat,1,,1,
434,42059,528,Sombre Greenbul,1,,1,
434,42059,528,Yellow-breasted Apalis,1,,1,
434,42059,528,Tawny-flanked Prinia,1,,1,
434,42059,528,Rattling Cisticola,1,,1,
434,42059,528,Burchell's Coucal,2,,2,
435,42059,516,White-browed Robin-Chat,1,,1,
435,42059,516,Dark-capped Bulbul,2,2,4,
435,42059,516,Emerald-spotted Wood Dove,,1,1,
436,42059,731,Barn Swallow,1,15,16,
436,42059,731,Lesser Striped Swallow,1,,1,
436,42059,731,White-browed Robin-Chat,1,,1,
436,42059,731,Broad-tailed Warbler,1,,1,
436,42059,731,African Reed Warbler,1,,1,
436,42059,731,Little Rush Warbler,1,,1,
436,42059,731,African Palm Swift,2,,2,
436,42059,731,Dark-capped Bulbul,2,,2,
436,42059,731,Southern Red Bishop,4,,4,
436,42059,731,Helmeted Guineafowl,,1,1,
436,42059,731,Emerald-spotted Wood Dove,,1,1,
436,42059,731,Red-faced Cisticola,,2,2,
437,42059,744,White-browed Scrub Robin,1,1,2,
437,42059,744,Red-faced Cisticola,1,,1,
437,42059,744,Emerald-spotted Wood Dove,1,,1,
437,42059,744,Yellow-fronted Canary,1,,1,
437,42059,744,Arrow-marked Babbler,,2,2,
438,42059,757,Rattling Cisticola,1,,1,
438,42059,757,Burchell's Coucal,1,,1,
438,42059,757,Sombre Greenbul,1,,1,
438,42059,757,Red-faced Cisticola,1,,1,
438,42059,757,Green-backed Camaroptera,1,,1,
438,42059,757,Barn Swallow,2,,2,
438,42059,757,Yellow-fronted Canary,2,,2,
438,42059,757,Trumpeter Hornbill,2,,2,
438,42059,757,Terrestrial Brownbul,4,,4,
438,42059,757,Tawny-flanked Prinia,4,,4,
438,42059,757,Common Waxbill,6,,6,
438,42059,757,Red-faced Mousebird,8,,8,
438,42059,757,White-browed Robin-Chat,,1,1,
439,42059,844,Lesser Striped Swallow,,1,1,
440,42059,826,Rattling Cisticola,1,,1,
440,42059,826,European Bee-eater,1,,1,
440,42059,826,African Firefinch,1,,1,
440,42059,826,Yellow-fronted Canary,1,,1,
440,42059,826,Dark-capped Bulbul,2,,2,
440,42059,826,Fan-tailed Widowbird,,1,1,
440,42059,826,Sombre Greenbul,,1,1,
441,42059,811,Barn Swallow,1,,1,
441,42059,811,Yellow-fronted Canary,1,,1,
441,42059,811,European Bee-eater,1,,1,
441,42059,811,Common Waxbill,6,,6,fledgling
441,42059,811,Fan-tailed Widowbird,6,,6,
441,42059,811,Red-faced Cisticola,,1,1,
441,42059,811,Little Rush Warbler,,1,1,
442,42059,710,Emerald-spotted Wood Dove,1,,1,
442,42059,710,Fan-tailed Widowbird,1,,1,
442,42059,710,Barn Swallow,1,,1,
442,42059,710,Yellow-fronted Canary,,1,1,
443,42059,957,Barn Swallow,2,4,6,
444,42059,944,Fan-tailed Widowbird,2,,2,
444,42059,944,Barn Swallow,6,,6,
444,42059,944,Common Waxbill,6,,6,
444,42059,944,Yellow-fronted Canary,,1,1,
445,42059,931,Red-faced Cisticola,1,,1,
445,42059,931,Sombre Greenbul,1,,1,
445,42059,931,White-browed Robin-Chat,1,,1,
445,42059,931,Barn Swallow,1,,1,
445,42059,931,Yellow-fronted Canary,2,,2,
445,42059,931,Red-collared Widowbird,,1,1,
103,42060,759,White-browed Scrub Robin,1,2,3,
103,42060,759,Brown-crowned Tchagra,1,,1,
103,42060,759,Sombre Greenbul,1,,1,
103,42060,759,Southern Boubou,1,,1,
103,42060,759,Red-capped Robin-Chat,1,,1,
103,42060,759,Barn Swallow,1,,1,
103,42060,759,Rattling Cisticola,2,,2,
103,42060,759,Long-billed Crombec,2,,2,
103,42060,759,Dark-capped Bulbul,3,,3,
103,42060,759,Bearded Woodpecker,,1,1,
103,42060,759,Grey-headed Bushshrike,,1,1,
103,42060,759,Fork-tailed Drongo,,3,3,
104,42060,633,Grey Tit-Flycatcher,1,,1,
104,42060,633,Sombre Greenbul,1,,1,
104,42060,633,White-bellied Sunbird,2,,2,
104,42060,633,Red-faced Mousebird,2,,2,
104,42060,633,Terrestrial Brownbul,4,,4,
104,42060,633,Yellow-breasted Apalis,,1,1,
104,42060,633,Rudd's Apalis,,1,1,
104,42060,633,Fork-tailed Drongo,,2,2,
105,42060,615,Sombre Greenbul,1,1,2,
105,42060,615,Chinspot Batis,1,,1,
105,42060,615,Dark-capped Bulbul,1,,1,
105,42060,615,White-browed Scrub Robin,1,,1,
105,42060,615,Yellow-breasted Apalis,1,,1,
105,42060,615,Southern Black Tit,2,,2,
105,42060,615,Gorgeous Bushshrike,2,,2,
105,42060,615,Terrestrial Brownbul,2,,2,
105,42060,615,White-bellied Sunbird,4,,4,
105,42060,615,Grey Tit-Flycatcher,,1,1,
105,42060,615,Southern Boubou,,2,2,
106,42060,557,Sombre Greenbul,1,,1,
106,42060,557,Chinspot Batis,1,,1,
106,42060,557,Dark-capped Bulbul,1,,1,
106,42060,557,White-browed Scrub Robin,1,,1,
106,42060,557,White-bellied Sunbird,1,,1,
106,42060,557,Orange-breasted Bushshrike,,1,1,
106,42060,557,Red-eyed Dove,,1,1,
106,42060,557,Golden-tailed Woodpecker,,1,1,
106,42060,557,Southern Boubou,,2,2,
106,42060,557,Terrestrial Brownbul,,2,2,
107,42060,540,White-bellied Sunbird,1,,1,
107,42060,540,Dark-capped Bulbul,1,,1,
107,42060,540,Brown-crowned Tchagra,1,,1,
107,42060,540,Sombre Greenbul,1,,1,
107,42060,540,Spotted Flycatcher,2,,2,
107,42060,540,Grey Tit-Flycatcher,,1,1,
107,42060,540,Southern Boubou,,1,1,
107,42060,540,Orange-breasted Bushshrike,,1,1,
107,42060,540,Black-collared Barbet,,2,2,
107,42060,540,Red-eyed Dove,,2,2,
107,42060,540,Speckled Mousebird,,2,2,
107,42060,540,Fork-tailed Drongo,,3,3,
108,42060,519,Sombre Greenbul,1,,1,
108,42060,519,Dark-capped Bulbul,3,,3,
108,42060,519,Terrestrial Brownbul,,1,1,
108,42060,519,White-browed Scrub Robin,,1,1,
108,42060,519,Southern Boubou,,1,1,
108,42060,519,Brown-crowned Tchagra,,1,1,
108,42060,519,Fork-tailed Drongo,,2,2,
108,42060,519,Gorgeous Bushshrike,,2,2,
109,42060,739,Acacia Pied Barbet,1,,1,
109,42060,739,Brown-crowned Tchagra,1,,1,
109,42060,739,Black Cuckooshrike,1,,1,
109,42060,739,Long-billed Crombec,1,,1,
109,42060,739,African Paradise Flycatcher,1,,1,
109,42060,739,Spectacled Weaver,2,,2,
109,42060,739,Fork-tailed Drongo,3,,3,
109,42060,739,Rattling Cisticola,3,,3,
109,42060,739,Sombre Greenbul, ,1,#VALUE!,
109,42060,739,White-bellied Sunbird,,1,1,
109,42060,739,Orange-breasted Bushshrike,,1,1,
109,42060,739,Brown-hooded Kingfisher,,1,1,
109,42060,739,Red-eyed Dove,,1,1,
109,42060,739,Common Scimitarbill,,1,1,
109,42060,739,Southern Boubou,,2,2,
110,42060,650,Sombre Greenbul,1,,1,
110,42060,650,White-browed Scrub Robin,1,,1,
110,42060,650,Brown-hooded Kingfisher,1,,1,
110,42060,650,Cape Glossy Starling,1,,1,
110,42060,650,Yellow-breasted Apalis,1,,1,
110,42060,650,African Firefinch,1,,1,
110,42060,650,Terrestrial Brownbul,2,,2,
110,42060,650,Fork-tailed Drongo,2,,2,
110,42060,650,White-bellied Sunbird,2,,2,
110,42060,650,Southern Boubou,,1,1,
110,42060,650,Emerald-spotted Wood Dove,,1,1,
110,42060,650,Red-eyed Dove,,1,1,
